product;var_1;var_2;var_3;var_4;var_5;var_6;var_7;var_8;var_9;var_10;var_11;var_12
0;6226.847108087163;0;3016.912858714976;0;-0.069452329918215;0;0.201359268371076;1;0.7344357160060562;0;35.977631983923615;833.3239768095754
0;7178.641939647168;0;3393.2200434637616;0;0.4892199616952337;1;0.2342102371909997;1;0.6952670149163923;0;42.26396817455392;1136.1270592596711
0;6217.860827723888;0;3349.348719823827;0;0.399585326758328;0;0.1693475071962051;1;0.8070081923294936;0;36.37625782363455;910.2153092423872
1;7006.509601169802;1;3856.695421697874;1;0.5379435795924601;1;0.351450899795303;1;0.816916718733661;0;35.94612376957496;1052.343827509834
1;6327.16772631579;1;3470.298082929464;0;-0.3378149064439634;0;0.2325747033319901;1;0.7566112570239962;0;35.14779357361108;987.3696348993078
1;6534.234755134534;1;3707.288046377927;0;0.1363491023244711;1;0.1212900315443742;1;0.7814158283762717;0;38.17183736173092;1029.092483925628
1;6330.950264622616;0;3247.151829972565;0;0.3305240851972562;0;0.0967667271717254;0;0.810750262818073;1;35.77409424066607;904.6029921521342
2;6549.711522409293;1;3423.394466825438;1;0.7782827095948596;1;0.1663722757014286;0;0.7061665339572952;0;36.08843563064268;1027.203174661379
1;6985.7394683448;0;3072.53295725844;0;-0.098164931347017;0;0.322230499292229;1;0.7023317256642514;0;41.7331927491027;1011.7568111073192
0;5912.018474477157;0;3255.8316947233684;0;-0.2371717467318632;1;0.1484455265285564;1;0.9058359427050362;0;33.25747040442802;962.997026149764
0;6516.620884079519;0;3225.015205691569;0;-0.3087030445138896;0;0.311990677914282;1;0.7876414596990339;0;34.688494269374;1054.8885583711296
1;7273.277030444662;0;2921.7149194179974;0;0.6811630528165364;0;0.2231462492843327;0;0.765732566195846;0;37.16404367206036;934.9414427994476
1;5568.581019108597;0;3235.326242541439;0;0.3793844837467033;1;0.1870717242538399;0;0.7507388355417721;0;40.13933032522541;940.0296305667569
0;6587.535890283634;0;3707.4667427252407;0;0.0284335388057429;0;0.1941679047802114;1;0.737782124553366;0;37.98072599852612;961.9575964100936
1;6546.901359186219;0;3348.7080182664085;0;-0.0115276952923867;0;0.2435399319050088;1;0.770701816239411;0;42.03474908526976;965.1686854638156
2;6389.547560040399;0;2972.0505115187484;0;0.1665826390589247;1;0.2246564968843467;0;0.5923704763846963;0;35.85071743358565;1010.5904657840272
0;5984.053216689961;1;3492.425483898326;0;0.3390266022151298;0;0.0371473420253432;1;0.7417857382077022;0;42.77686687549105;971.6643819939457
0;6154.170240090051;0;3107.6411004212628;0;0.5524594352932131;1;0.0718702962203853;1;0.810822567464629;0;42.0716895553131;929.9927871150572
0;6926.825993690385;0;3640.7779587128407;0;-0.3731719359061967;0;0.3263748035197908;1;0.7814320266466762;1;39.92611714424599;1103.9717494014797
0;6245.693215428846;0;3320.899290254895;1;-0.1987934881399867;1;0.199217772824689;1;0.7675341831707017;0;44.94212259210549;975.35429232072
1;6596.871479640539;0;3417.4622107440327;0;0.2306541304086065;1;0.3562088649714966;1;0.6415310234403595;0;40.6682805230187;1034.4243263611163
1;6572.962635440324;0;3460.163202746692;0;0.1745152998832655;0;0.360757562429745;1;0.719584236414344;0;31.360258338082204;998.5146015981873
0;7014.256703546267;0;3124.4189757808567;0;0.2465655327967662;0;0.1325972459938957;1;0.7455771573041323;0;35.66542038131246;1058.6790077840544
2;6235.036956828903;1;4053.586324309008;0;0.0113344005645701;0;0.2461015741842543;0;0.6991732835700005;0;35.07024482313658;930.9469063956822
1;6212.4440720394105;0;3227.8894124612034;0;0.3730909231212809;0;0.224147934929557;0;0.7975531829087966;0;42.70243906158996;851.7466957493
1;6987.351849948842;0;4090.8830122105433;0;0.4225263441473453;1;0.2858054475946112;1;0.7206286434797029;0;42.45741495952792;936.338537919466
0;6765.840790966013;1;3035.242012771195;0;0.3911036484472171;1;-0.0210603650182581;1;0.7050001470669258;0;37.90975429664959;914.3492007960236
1;6716.110752197451;0;4011.977980340779;1;0.3716088595192676;0;0.3873066954905628;1;0.9479013848387038;0;39.57942774701723;948.2029762022828
2;5974.720086412337;1;3331.108415268636;0;0.367457423449422;1;0.3828003968434304;0;0.824316539986219;0;32.216238008957234;985.0949427246588
1;5858.248702194078;0;3132.9709997282816;1;0.2077848663975981;0;0.2815934556805339;1;0.5959178373618501;0;37.25136065605937;958.2740378244612
1;6490.644161207447;1;3024.454001865825;0;0.3171636382885134;1;0.2313183197759479;1;0.7872338691105153;1;38.46670806855472;975.3561593968758
0;6441.31704773203;1;3381.420912117711;1;-0.4605449348012909;0;0.2489888475874446;1;0.836223886113283;0;40.140555025237255;969.5658127410449
0;5496.289979059697;0;3747.210885793047;0;0.2170011573982683;1;0.2458232721539099;1;0.6505750042435703;0;39.3793055354826;997.6993974974332
0;7033.560368206428;0;3701.587091182796;0;0.2707494548584824;0;0.1249406223840889;1;0.7679412659124766;1;40.0807153556481;949.1800889668197
0;5427.6043861277885;0;3807.411847757133;0;0.105894316243033;0;0.2550231419635358;1;0.7993487063045464;0;39.88693232572838;1142.8150544707946
0;6342.327246792518;1;3358.6116170844234;0;0.1110490496579103;0;0.1685237441714824;1;0.7520612889112659;0;36.8510497366917;994.3812041991564
0;6762.656100739553;0;3363.9491214152167;0;0.3032710578025384;0;0.1973501335051035;1;0.8545479191049675;0;36.6678793970676;1175.8388010191425
0;5582.873260400162;0;3762.5766847278114;0;0.3104906940246644;0;0.2389838018505257;1;0.8660414308394827;0;36.96463156830636;1063.0692961325938
0;6427.922769493024;1;2925.41492170474;0;-0.0719745649982347;0;0.1493003899271496;1;0.7470298314278808;0;35.39761489004778;967.580373318128
1;6611.751611292191;0;2801.82458649593;0;-0.3974150179018065;0;0.201523182270116;0;0.8797345243322041;0;44.9551892022706;928.7160012354044
0;6423.929245390989;0;3536.092734503955;0;-0.2078760584258899;1;0.2738463455903653;1;0.8360837264219214;0;37.54433875537665;888.6071130382097
1;7555.855757455347;0;3858.2140303653946;0;-0.2874622944117225;0;0.2591716700699143;0;0.801111834656337;0;43.65745208874067;890.3519684747336
1;6195.206411562962;0;3585.211182430716;0;0.3447092169033265;0;0.0985803134841;1;0.6890417909125139;0;39.98777947212107;1121.3569130274077
1;7081.734624028569;0;3696.725435513239;0;0.8315743098355517;1;0.2151335179179041;1;0.8196226910291984;0;39.758375047102845;1054.9529661354898
2;6331.83354655029;1;3599.040114910096;0;0.7246689933020027;0;0.1724755898319817;0;0.6512232054097384;1;34.34478862207536;921.1999654469994
1;6927.042317085683;1;3823.729111067704;0;0.4582734795629524;0;0.3551874048143912;1;0.7181512444070937;0;35.86888523996603;978.106710665174
1;6021.558940272986;1;3482.1552627269966;0;0.0258680985577141;0;0.3042618983136893;1;0.8183575283552793;0;35.73392187551177;1031.1577214603033
0;6050.537543386758;0;3314.108211243663;0;0.8733115444123642;0;0.1130924968050202;1;0.7790626869318849;1;34.95410066051885;958.2282224065984
1;6448.989723386993;1;2838.716518221532;0;0.7666987881294781;0;0.2062414917846363;1;0.661860267334663;0;38.97963527107488;956.3965663500704
0;6545.637259063316;0;3452.352420158976;0;-0.0652892285062047;1;0.1728660846499806;1;0.8452448202115356;0;38.89061967112666;972.366413167612
0;5152.3704268855;0;3763.602630002104;0;0.5839124842621245;0;0.1118514572246489;1;0.8257761802223751;1;34.70472473391712;1087.1175947386105
0;5409.921085396663;0;3623.575462995754;0;0.9077857689099158;0;0.1572321441688347;1;0.7689946794839403;0;40.29083199960181;1038.0731753387818
2;7323.302401291907;1;3287.9603861721444;1;0.4068403284310685;0;0.1053322851104597;0;0.8307857878683533;0;39.93017111085418;948.2961391483892
0;6370.950029123208;0;3115.2659164938723;0;0.217790139135219;0;0.2180758211473658;1;0.805688430711467;1;43.87953896119163;1038.2226353633782
2;5553.574247824842;0;3633.4460913288704;0;-0.4052367350318826;1;0.2299064916817142;0;0.7221470411267374;0;41.07902923590628;904.2659717556044
2;5800.58539568074;0;3085.5486760110434;0;0.1082567687945289;0;0.158742115688106;0;0.7592286659299311;0;42.11965580711748;1107.1770126378326
0;5420.978839779109;0;3619.272860951562;0;0.1555225108469922;0;0.2060200840802498;1;0.777262326224296;0;41.89773533471069;956.4718384520648
0;5666.14436860075;0;3604.277562950952;0;-0.1323512488921412;0;0.2026446042618352;1;0.9695109774958236;0;39.11520054084896;1039.777164266337
0;6982.3101188906285;1;3496.472810137749;0;0.2816705962212325;0;0.2251515288759794;1;0.9117271985939616;0;36.75219113320615;989.4450135270932
1;6512.672758091493;0;3352.79031845626;0;1.0194119530408858;0;0.2640870632902473;0;0.826527991828362;0;40.705492763749376;914.9217006238636
2;5917.00801017018;1;3281.831841264689;0;0.3266903500862333;0;0.2747677877436676;0;0.5690286019693298;0;36.69804577243857;1068.3625467946974
0;6189.238052010351;0;3184.613497540546;1;0.5276621699919792;0;0.3160260907341549;1;0.8870771842305579;0;42.520929727380896;1056.7737542434209
0;5811.314842512953;1;3440.8680902037936;0;-0.2917491984195912;0;0.1130658417779277;1;0.682255051162276;0;40.16405835230957;1059.9213239041678
1;6282.672238363902;0;3464.169694244191;0;0.0006950175180511;0;0.2818072015023793;1;0.6523033180341191;0;41.09592778921973;1010.8269570229708
0;5861.353761147744;1;3334.2699262617834;0;0.2531954220340743;0;0.1958391212906842;1;0.8086822893161786;0;44.554323061904384;998.7217802779854
2;5754.646249934485;1;3640.369018755087;0;0.6938190468988221;1;0.1053127351569184;0;0.8356824872423027;0;35.53854998397312;870.9246753007192
1;6189.763519431884;0;3425.9637081441865;0;-0.6195805258862426;1;0.1152654719153065;1;0.7911625452554413;0;36.08417538837423;1060.777414318572
0;6180.760431714977;0;3794.692747466966;0;0.5342186832542941;0;0.254965473722351;1;0.6567363029272674;1;41.452650895853765;1058.2256938424605
1;6438.944329003562;0;3682.4132640161006;0;0.0563257789267213;0;0.1902913788389464;0;0.7919431198311688;0;39.62959375798711;1097.6807870407006
0;5609.3689039699775;0;3502.976217249792;0;0.149685360653287;0;0.2251275844211419;1;0.8013742923936368;1;43.003398764124526;1106.114916089808
2;6821.972987340907;1;3482.0690869358705;0;0.236720728852775;0;0.2804063984271956;0;0.8363645539956955;0;37.5081805536616;1054.8676887299007
1;5473.012986098624;0;3214.6892112178;0;0.2470048695574366;0;0.2533339229270757;0;0.7300707290512443;0;43.2712420041472;1135.1046846112708
1;6594.298972481208;0;3596.074304862957;0;0.1770511816828492;0;0.2601871264195179;0;0.7214957111736463;0;37.21548676723512;1019.0686650321044
1;5928.294994776925;0;3672.421528214701;0;0.3924999585882419;1;0.2540223365350312;1;0.7696183784239141;1;37.27719388936031;1098.8743932259547
1;5895.06210426088;0;3433.212030704065;0;0.6031128886162889;0;0.3343629726782851;1;0.7123829324039442;1;36.19018799832174;788.0096321565745
1;6246.849973260268;0;3497.445429535498;0;0.1138808920686237;1;0.212653806085697;1;0.8240826113456616;0;34.30880682905282;989.6015612312112
0;6159.834630053361;0;3739.092997342984;0;0.4872830189027858;1;0.3118898529711933;1;0.9510551457078704;1;37.41000606682614;1015.147713709482
1;7066.412811717868;1;3441.7129116539195;0;0.2470948848997323;0;0.1950553511737002;1;0.6529463853820813;0;39.62150925278602;943.6139127986196
0;6410.095184299133;1;3686.149779746245;0;0.102061125105627;0;0.1070947291248798;1;0.7854513929747392;0;36.15400283144649;1018.1687249179664
0;5898.9127459921065;0;3636.6120050527634;0;-0.0250461241618492;0;0.3864774799261689;0;0.8035900627447632;0;38.37275364715655;961.082210235234
0;6242.788520440418;0;3493.8047407190743;1;0.5469306331084992;0;0.1956690401482521;1;0.7777303164311647;0;34.666272664101264;963.4618426192364
1;6568.717670947095;0;3357.589221974592;0;0.2291582854945016;0;0.3155785432845021;0;0.914972514059583;0;39.42653434795661;868.5502986813542
1;6957.613392569878;0;3775.7754254965566;0;0.0745221333265003;1;0.3310360116818854;1;0.7289728315347411;0;34.05836755104679;1007.1967364410924
1;5946.545864933685;0;3403.6638444209075;0;0.2579713342975336;1;0.3566326980775089;0;0.788664973956296;0;39.85111193869537;939.9142696257056
0;5967.628682661229;0;3642.0343616213977;0;-0.1113801522872698;0;0.1297831558784974;1;0.7291707193501842;0;43.03018629652325;917.4784143510744
0;6346.073567577693;0;3443.6604845992024;1;0.7054980365506537;1;0.2377535568279425;1;0.6923532713227022;0;40.87750040089068;1028.1598707715136
1;6647.870846744028;1;3543.842871708748;0;0.3920456916183426;0;0.270329952440743;1;0.9700903628603736;0;33.25567844300177;881.237642937565
0;6488.743153043165;0;3280.671615935501;0;0.3223598512699038;1;0.1939133118405478;1;0.6870084304832793;0;34.06645777959095;997.7982951449948
2;5829.116662606502;0;3803.118529328725;0;0.0206504810931644;0;0.3409525062993962;0;0.7565193911418772;0;38.80884932594248;1076.821356017247
0;6851.95992934895;0;3228.728514723828;0;0.1374288734589365;0;0.27491039326447;1;0.7474436251324706;0;39.40938946541705;964.5772899097472
1;6367.050584132495;0;3183.146776262413;0;0.2993063335344734;0;0.3887958781734957;1;0.6708166253631066;0;37.94361140499513;1105.108343395466
0;6840.898039251667;0;3429.1755518529626;0;0.5724782855852785;0;0.2153039180146285;1;0.8633984195927773;1;38.3537686771959;979.4026519207812
0;5781.614080299293;1;3278.578272316628;0;0.5761246725255538;0;0.2125295597407041;1;0.8713654604320613;1;38.21847503755534;1053.7775633204606
1;6814.611772300644;0;3240.9267865350976;1;0.4823990196075901;1;0.1033982736879551;1;0.7160719228766868;0;38.377167170827526;1126.4094784225483
1;5973.374295662223;0;3576.774174865316;0;0.5200946756848708;1;0.1194277626934249;0;0.8183782878569187;0;41.796651379039815;964.82283565744
0;6643.616308445041;0;3377.2118648429887;0;-0.0522238706727709;0;0.1869889929135585;1;0.8383742373371086;0;44.57865101376024;985.931856024157
0;6144.492948093345;0;3556.915990767916;0;0.1182066440539733;1;0.2373891465051058;1;0.8937683524690104;0;42.729097213504126;956.7897863200828
0;6483.368569040988;0;3286.411909331963;0;0.1782684087278711;0;0.2659072345103497;1;0.7895511986110616;0;41.394101244666025;979.5989650495852
0;6683.656526366712;0;3179.645948160553;0;-0.4005786314964038;0;0.2792760047596575;1;0.70204153528257;0;36.15568419093868;1175.1281486824034
1;6029.48019548215;0;3245.283148802038;0;0.3323746777895295;0;0.2478831786780327;1;0.5765090020219925;0;36.26680532678299;904.4366026053008
0;6080.887124789251;0;3558.8540577017243;0;0.3223519168752027;0;0.2319957730696051;1;0.7731111165212363;0;42.49754761097072;1036.8975448735698
1;5536.551522550169;0;3307.045899744517;1;0.1503977058963648;1;0.3216339931325519;0;0.8989148296380403;0;41.867997702338265;1130.3236540605835
2;5582.27665100101;1;3335.6063922319627;0;0.9166088456744128;0;0.1933536027150343;0;0.7810577371297672;0;35.5274974038113;1031.0884514215556
1;6347.773463205098;0;3869.998631656901;0;0.2061026052691256;0;0.2084611819751362;1;0.8182841718137313;0;41.50062919321954;970.6694798254216
1;6854.636436439877;0;3671.9915968873374;0;0.1196092780760705;0;0.3413053681327263;0;0.8208682904839064;0;35.97886094816017;964.7243891627988
1;6282.1391687000405;0;3153.9540555420617;0;0.1991755627161482;1;0.3596900942642166;1;0.8835787975198478;0;41.01162524800955;1177.2965579777365
1;6837.347227827819;0;3508.783734667579;0;0.0703191610476998;1;0.1854662123003119;0;0.7923985642374933;0;36.6713081804465;861.8141830328149
0;5750.109849952211;0;3427.6551806526886;0;0.5588130199244606;0;0.2609419330913005;1;0.6431994989206216;1;38.22527624365931;979.3010777377862
2;6488.194380379468;1;3454.527710800543;0;0.2284848823688021;0;0.2955244083481586;0;0.8381204017804178;0;36.55499599122859;1004.6166355472062
1;6546.692127085758;0;3097.6533947006124;0;0.4230691742872604;1;0.4270721423947342;1;0.9065549215605304;0;42.8684550064018;967.6981024853786
1;7274.770806191575;0;3437.2601750131325;0;0.1442211986591846;0;0.393543207727667;1;0.8154274884706675;0;34.26790977068486;1027.2891296609455
0;6332.614737867426;0;3510.187281160798;0;-0.0176133192701457;1;0.1749474786153626;1;0.8339124807601097;0;40.58667795298655;932.856219293992
1;6832.808611963416;0;3620.729366898515;1;0.27007918950372;0;0.39675885019986;1;0.8080393332950856;0;40.45377114440564;1141.9974595589752
1;5544.186431715796;0;3282.5029282455985;0;0.3002959094349712;1;0.3184207813418853;1;0.7932505092811073;1;36.08499814658874;1123.472617035865
0;5139.038500531032;0;3223.7490186164137;0;0.2549157907560732;1;0.0648810300036653;1;0.9128398781986484;0;37.38150974016004;1013.4250446182724
1;6263.723583806633;0;3684.3374496847023;0;0.2239659218737298;1;0.3085821456892781;1;0.6486373097464212;0;38.41441027878515;820.7895794431251
1;5603.219773580684;0;3579.5943482200973;0;0.1517489832205648;1;0.3153269849518995;1;0.7688568727607531;0;41.58535496721515;957.6264469184972
2;6143.233795155171;1;3416.5509273330376;0;0.0330323129780771;0;0.2329915114970061;0;0.7106391247250173;0;37.95697713877918;990.8882741669034
